5,117,2,0,0,0,0,0,0,7,18,0,26,8,1,12,7,52,135,6,69,72,34,2,1,6,135,16,2,25,65,12,1,9,108,4,0,0,0,3,1,0,0,0,65,8,2,86,81,1,0,10,135,56,16,28,34,2,0,21,8,12,25,43,58,23,45,1,0,0,0,0,0,0,0,0,36,9,0,96,135,9,0,10,135,33,4,40,63,10,4,99,17,3,38,87,64,41,5,14,0,0,0,0,0,0,0,0,8,0,0,3,107,38,2,10,135,0,0,2,51,23,6,135,40,1,17,29,29,51,17,34
5,124,2,0,0,0,0,0,0,0,0,0,1,3,1,13,119,6,0,0,136,121,6,10,79,5,0,1,45,50,17,13,56,17,8,2,0,0,0,0,0,0,0,0,25,5,0,5,136,127,0,9,136,107,3,7,60,38,3,44,32,22,10,63,96,29,10,7,0,0,0,0,0,1,1,0,70,14,0,0,32,100,23,12,136,45,0,3,13,22,6,39,25,2,14,43,40,77,32,10,0,0,2,2,0,0,0,0,72,30,22,11,0,2,9,13,136,31,1,1,1,47,56,38,7,1,10,20,8,66,136,25
5,124,2,0,54,100,41,51,26,0,0,3,1,6,16,79,80,18,16,0,1,8,4,2,1,2,7,0,0,0,0,0,0,0,0,0,24,109,28,70,47,1,17,22,35,13,10,130,130,0,0,2,130,31,6,18,11,0,0,7,1,0,0,0,0,0,0,0,68,66,6,19,6,3,37,47,33,13,16,130,130,2,4,20,130,8,4,57,66,5,0,116,11,0,0,0,0,0,0,20,38,15,8,2,3,0,53,71,33,3,0,38,130,12,11,66,42,0,0,45,130,8,1,94,17,0,0,0,0,0,1,41
10,203,2,0,0,4,15,5,5,70,41,1,56,22,31,4,2,25,60,32,81,35,40,27,17,4,7,10,81,10,12,24,27,0,1,12,56,46,33,7,2,5,1,0,76,50,79,87,28,0,0,5,112,8,3,33,58,0,0,16,98,2,0,25,81,0,0,10,112,30,0,2,0,0,0,2,110,33,1,96,108,0,0,4,112,5,0,25,93,2,0,27,67,0,0,6,112,10,0,34,79,1,0,0,0,0,0,21,100,2,0,21,112,0,0,36,106,0,0,11,106,0,0,34,54,0,0,9,112,2,0,19
10,203,2,0,29,43,0,1,102,25,0,0,74,79,0,0,77,29,0,0,96,74,0,0,78,31,0,0,36,30,0,3,108,30,0,0,65,45,0,0,74,48,0,0,71,48,0,0,107,94,0,2,108,50,0,0,57,67,3,9,18,7,0,0,106,108,1,1,87,25,0,0,47,47,7,17,49,7,0,0,108,108,13,21,100,2,0,0,27,92,57,69,1,0,0,0,35,105,8,1,12,2,22,14,10,24,25,32,2,1,32,35,60,60,25,13,7,21,57,15,11,22,56,47,1,3,9,0,2,13,7,2
12,106,2,0,0,1,10,1,0,24,24,0,72,2,8,2,0,7,4,21,164,6,1,0,1,0,0,28,12,2,2,15,132,2,0,2,0,7,121,20,4,16,19,0,110,11,51,42,18,3,2,5,164,27,4,3,0,0,0,10,29,10,8,60,145,0,0,1,20,1,9,5,12,26,31,10,93,4,3,21,51,10,2,7,164,3,0,1,2,1,0,20,45,0,0,10,137,20,0,3,22,14,28,10,6,4,1,1,66,20,2,12,61,6,1,7,164,39,0,1,3,1,1,28,33,1,0,1,128,29,1,7
15,151,2,0,4,1,0,0,0,0,9,35,78,0,0,0,0,0,9,79,78,3,3,66,59,0,0,35,13,6,1,29,51,15,25,16,17,91,58,15,4,2,8,22,71,12,40,60,37,7,13,89,128,29,2,76,58,0,0,91,6,6,16,128,128,18,14,2,41,46,22,20,7,34,42,39,79,51,15,31,67,87,23,6,128,66,2,20,29,12,33,51,8,4,10,113,128,25,25,9,1,1,12,60,4,6,7,4,38,72,10,13,5,17,10,14,47,33,1,0,1,56,81,57,8,0,0,15,46,22,46,58
19,199,2,0,2,4,5,0,0,23,80,8,12,9,17,5,0,16,102,11,27,31,35,16,5,17,44,5,39,15,14,27,24,5,11,6,115,40,30,6,0,6,32,27,87,32,54,65,57,2,6,7,115,28,16,26,71,0,0,13,82,7,4,25,92,0,0,3,115,21,24,54,27,0,0,4,115,8,1,34,115,0,0,5,115,7,0,15,99,1,0,10,83,6,1,14,100,0,1,10,85,11,0,41,83,0,0,8,95,3,0,4,115,14,0,17,115,0,0,1,86,12,0,46,56,0,0,1,85,7,5,25
23,108,2,0,3,7,57,10,7,19,16,3,99,4,17,27,24,3,1,14,145,4,1,3,5,0,0,45,10,1,1,47,145,6,0,2,24,8,15,2,14,19,15,10,91,8,2,15,64,6,2,22,145,14,0,1,10,2,1,79,24,0,0,8,145,23,1,9,27,26,44,26,8,1,2,6,62,33,11,39,40,7,2,9,145,110,5,6,6,2,1,34,14,9,3,32,145,8,1,5,14,3,2,8,10,21,42,41,41,1,1,8,18,81,32,35,145,7,0,1,2,3,7,100,17,1,0,28,127,1,0,4
25,86,2,0,11,8,4,102,146,0,0,0,92,59,22,19,12,0,0,0,8,56,71,10,0,3,6,7,2,62,37,0,0,6,30,10,13,1,0,15,146,39,0,1,146,29,4,4,31,6,0,5,36,25,24,16,40,29,10,1,10,13,28,9,5,27,49,12,15,0,0,31,146,23,0,2,146,5,0,4,25,6,0,25,50,39,50,16,20,5,0,9,2,23,145,12,2,0,0,0,5,0,0,36,146,8,0,3,146,3,0,3,38,7,1,65,81,43,17,0,0,0,29,63,2,13,44,6,4,26,57,8
25,238,2,1,5,1,22,54,0,0,13,80,14,7,59,46,0,0,5,69,122,62,27,13,0,0,1,52,88,34,8,27,7,10,7,11,5,0,40,100,2,1,31,85,30,11,30,63,2,0,22,117,122,87,18,14,5,4,4,52,87,26,8,26,19,26,14,21,3,0,20,78,1,1,52,122,51,26,38,40,1,0,15,122,122,62,15,9,5,13,14,44,70,17,9,26,21,27,25,32,2,0,37,67,0,0,18,87,72,18,50,36,0,0,2,77,122,23,5,8,14,17,4,40,65,4,2,11,21,32,14,29
29,151,2,0,6,5,2,6,69,24,0,2,20,44,89,10,12,5,14,9,44,120,84,3,0,5,14,28,23,120,26,3,70,63,12,19,10,6,1,0,62,93,21,26,39,21,17,5,1,10,120,85,120,33,10,0,0,3,77,120,29,4,0,1,66,120,34,53,23,87,17,6,64,56,5,3,52,50,29,59,53,18,28,17,120,35,1,4,4,17,28,67,13,2,4,18,55,91,31,9,63,36,1,1,21,39,18,23,28,47,6,4,53,62,7,4,83,74,2,4,14,6,2,21,6,6,8,12,21,17,10,4
29,151,2,0,4,11,61,25,1,1,84,17,13,6,18,38,5,2,116,41,23,27,18,6,0,2,77,36,5,2,8,12,10,24,45,3,8,8,45,28,6,13,85,42,41,18,44,48,36,54,31,18,116,60,37,24,17,2,0,37,19,5,23,96,82,3,2,9,0,25,96,54,1,3,20,4,22,103,116,4,2,10,9,16,90,116,114,7,2,0,2,19,27,58,108,116,12,0,6,12,4,4,24,17,3,14,33,9,16,16,14,2,5,18,36,56,25,25,13,0,2,12,116,106,17,13,10,26,2,16,116,64
