4,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,16,5,1,37,32,0,0,1,34,3,1,16,64,4,0,5,136,5,0,10,31,1,0,14,19,1,0,83,136,0,0,0,17,28,17,123,107,1,0,1,39,45,29,136,55,1,0,1,136,44,9,47,24,0,0,7,42,4,0,136,136,0,0,1,7,22,23,136,39,0,0,0,13,37,21,116,29,0,0,3,136,18,6,55,23,0,0,28,45,3,0,84,136,0,0,13
10,141,2,2,18,14,6,4,35,16,16,21,24,24,34,47,110,14,35,51,0,0,18,60,138,10,9,1,0,0,36,8,2,6,26,1,11,0,0,4,138,50,34,29,138,12,11,25,50,20,60,122,19,6,138,116,57,3,16,7,0,0,138,23,0,0,11,1,27,3,1,31,138,2,0,1,138,28,11,9,37,3,17,16,22,5,78,11,0,5,111,17,0,0,83,3,0,1,105,7,6,0,0,6,45,0,0,0,54,9,7,2,8,0,0,0,2,2,41,5,0,0,3,0,0,0,35,1,0,0,4,0
10,148,2,0,57,8,0,8,20,0,0,0,148,77,17,5,9,0,0,0,56,30,27,28,66,0,0,1,30,5,0,0,1,0,0,0,71,6,0,10,23,0,0,0,148,4,0,1,20,0,0,13,95,0,0,6,141,3,0,5,45,0,0,0,4,0,0,3,29,57,131,7,10,0,0,0,148,96,40,1,16,3,9,10,86,6,0,8,126,10,15,5,49,2,0,1,4,0,3,3,25,65,130,10,21,23,11,13,18,36,46,12,47,90,110,6,11,7,15,4,19,24,148,9,7,3,6,0,0,1,62,6
22,55,2,0,3,0,0,51,111,8,19,12,34,0,0,82,117,1,1,19,117,7,0,2,0,0,0,70,117,1,0,2,28,3,0,63,0,0,0,8,73,51,70,37,22,2,1,53,117,33,15,11,117,23,0,5,11,1,0,26,117,9,0,1,25,6,0,66,21,3,1,3,117,41,25,27,32,10,13,43,65,28,13,16,91,5,2,8,13,4,5,76,117,0,0,3,11,0,2,98,40,2,0,18,117,11,2,16,45,4,4,13,80,27,9,29,44,0,0,2,38,14,4,56,117,1,0,0,1,0,0,83
38,46,2,0,52,0,0,16,94,10,0,12,175,25,15,16,3,0,0,30,44,51,64,53,3,2,0,2,13,25,6,9,37,26,2,0,61,6,2,9,106,23,0,3,175,35,2,3,6,1,0,25,82,16,8,25,47,27,2,7,39,39,11,7,17,29,3,3,44,19,10,38,47,4,0,0,175,56,3,2,1,1,1,49,79,32,49,19,37,25,4,26,74,126,40,6,9,6,0,3,43,8,3,33,54,1,0,1,175,82,0,1,1,0,0,4,80,53,35,6,2,3,0,3,56,36,16,2,1,1,0,10
37,52,2,0,4,3,0,18,148,31,0,0,48,5,0,10,91,28,0,11,148,45,29,32,2,0,0,15,37,60,29,26,3,2,0,0,3,2,0,12,148,44,0,0,68,2,0,14,130,22,0,8,148,18,8,10,8,0,0,29,25,14,13,17,19,16,1,2,3,0,5,13,148,47,0,0,50,13,10,33,65,13,0,1,148,36,4,4,7,3,1,37,35,28,29,11,27,17,2,9,1,1,5,51,148,1,0,0,38,7,5,40,54,1,0,1,148,53,2,2,2,0,0,7,36,27,24,5,2,2,0,2
40,14,2,1,9,0,0,0,138,68,0,1,138,36,0,0,20,11,1,6,109,67,0,0,0,0,0,6,128,9,0,0,0,0,0,47,23,1,0,0,138,49,0,0,138,29,0,0,18,3,0,2,138,35,0,0,0,0,0,17,95,11,0,0,0,0,0,52,37,1,0,0,130,65,2,1,138,9,0,0,5,3,1,17,109,9,0,0,0,0,0,50,45,4,0,0,0,0,0,74,44,11,0,0,73,41,0,0,138,38,0,0,0,0,0,2,89,47,1,0,0,0,0,2,25,12,2,3,0,0,0,11
45,13,2,1,3,0,0,0,116,61,0,4,123,1,0,0,19,18,1,54,118,2,0,0,0,0,0,127,70,0,0,0,0,0,7,74,11,0,0,0,127,48,1,5,127,18,0,0,24,8,2,28,127,39,0,0,0,0,0,38,92,1,0,0,0,0,0,99,13,0,0,1,127,16,0,1,127,2,0,0,33,0,0,30,127,12,0,0,0,0,1,38,51,1,0,0,0,0,2,85,7,0,0,1,127,20,0,1,127,0,0,0,22,5,1,40,88,5,0,0,0,0,1,45,26,4,0,0,0,0,1,44
48,138,2,0,2,9,42,17,22,17,1,1,68,23,2,1,4,9,6,80,110,21,1,4,1,0,6,92,4,2,21,14,1,0,9,21,12,1,1,4,46,118,11,10,139,139,1,0,2,17,7,28,80,139,28,26,7,0,1,11,22,13,6,22,8,1,4,16,30,0,0,0,28,105,15,23,139,21,0,0,0,4,4,118,139,22,7,17,32,0,0,37,8,4,2,16,47,10,14,9,27,1,0,0,9,25,5,4,139,0,0,0,0,0,0,94,139,0,0,0,24,10,8,89,0,0,0,0,73,44,16,1
57,36,2,0,52,22,13,2,2,0,1,19,79,10,6,2,2,1,1,27,139,46,31,19,1,0,0,12,5,9,64,133,8,0,0,0,139,19,13,2,0,0,0,69,84,21,51,34,0,0,0,8,139,19,8,4,2,1,0,44,29,22,25,27,13,2,0,8,139,39,8,1,0,0,0,39,85,66,139,40,0,0,0,3,138,82,75,14,0,0,0,7,62,20,5,2,6,3,1,7,139,18,4,0,0,0,0,34,139,18,25,5,0,0,0,37,25,61,48,13,4,0,0,15,25,18,17,24,21,3,0,6
